Product ID,Location,Channel,Customer Age,Rating,Recommend Flag
1008,Gurgaon,Web,38,5,1
1008,Gurgaon,Web,36,5,1
1008,Bangalore,Mobile,39,4,1
829,Gurgaon,Web,53,3,0
829,Bangalore,Web,36,3,1
829,Mumbai,Web,44,3,1
829,Bangalore,Mobile,48,5,1
1008,Gurgaon,Web,37,5,1
523,Gurgaon,Web,43,3,0
829,Gurgaon,Mobile,53,4,1
829,Mumbai,Mobile,33,4,1
1126,Mumbai,Web,39,4,1
829,Gurgaon,Mobile,52,1,0
829,Gurgaon,Mobile,64,4,1
1008,Bangalore,Mobile,52,5,1
1126,Gurgaon,Mobile,42,4,1
829,Bangalore,Web,35,3,0
1020,Gurgaon,Web,56,5,1
895,Mumbai,Web,55,5,1
862,Mumbai,Web,40,5,1
1104,Gurgaon,Mobile,47,5,1
670,Mumbai,Web,36,5,1
329,Mumbai,Mobile,46,5,1
670,Mumbai,Mobile,66,4,1
868,Mumbai,Web,51,4,1
1020,Bangalore,Web,34,5,1
862,Mumbai,Web,30,4,1
895,Chennai,Web,43,5,1
895,Mumbai,Mobile,52,5,1
1094,Mumbai,Web,35,2,0
895,Chennai,Web,41,5,1
895,Gurgaon,Mobile,39,5,1
1020,Chennai,Mobile,39,4,1
895,Chennai,Mobile,50,5,1
1020,Gurgaon,Mobile,27,4,1
895,Chennai,Mobile,33,2,0
895,Mumbai,Web,35,2,0
1020,Gurgaon,Web,34,4,1
596,Bangalore,Mobile,41,5,1
1094,Mumbai,Web,54,4,1
1020,Chennai,Mobile,41,4,1
895,Mumbai,Mobile,47,4,1
895,Mumbai,Web,52,2,0
895,Mumbai,Web,46,5,1
1020,Bangalore,Mobile,22,5,1
1098,Gurgaon,Mobile,40,3,1
895,Mumbai,Web,62,5,1
862,Mumbai,Web,26,5,1
1020,Mumbai,Mobile,38,5,1
895,Gurgaon,Web,53,5,1
1020,Gurgaon,Web,49,3,0
895,Bangalore,Web,43,3,0
895,Bangalore,Web,36,5,1
895,Bangalore,Web,36,3,0
895,Mumbai,Mobile,63,5,1
828,Bangalore,Mobile,56,4,0
1020,Gurgaon,Mobile,48,3,0
862,Gurgaon,Mobile,43,5,1
1020,Gurgaon,Web,44,4,1
895,Gurgaon,Web,40,5,1
862,Mumbai,Web,44,1,0
895,Mumbai,Web,54,5,1
1020,Gurgaon,Web,72,4,1
1075,Mumbai,Web,52,4,1
1104,Mumbai,Mobile,47,5,1
1020,Gurgaon,Web,67,1,0
1094,Gurgaon,Mobile,39,5,1
305,Gurgaon,Web,46,2,0
828,Gurgaon,Web,64,5,1
1094,Mumbai,Web,30,5,1
828,Mumbai,Mobile,38,5,1
895,Gurgaon,Mobile,36,4,1
1020,Bangalore,Web,52,5,1
895,Mumbai,Mobile,61,5,1
647,Gurgaon,Web,29,5,1
1025,Mumbai,Mobile,38,4,1
1025,Mumbai,Mobile,35,5,1
815,Gurgaon,Mobile,55,5,1
1066,Gurgaon,Mobile,57,4,1
840,Gurgaon,Mobile,55,4,1
1026,Bangalore,Web,39,4,1
840,Gurgaon,Web,39,5,1
1066,Bangalore,Mobile,46,5,1
840,Chennai,Mobile,37,2,0
1030,Gurgaon,Mobile,29,5,1
840,Gurgaon,Web,83,5,1
1066,Bangalore,Web,29,5,1
647,Gurgaon,Mobile,49,5,1
1066,Mumbai,Web,42,2,0
872,Bangalore,Mobile,63,5,1
840,Mumbai,Mobile,56,3,0
1066,Bangalore,Mobile,55,4,1
647,Bangalore,Web,32,1,0
1066,Mumbai,Mobile,26,5,1
840,Mumbai,Mobile,60,4,1
1066,Gurgaon,Web,48,3,1
872,Gurgaon,Mobile,38,5,1
1066,Bangalore,Web,49,3,1
1115,Gurgaon,Web,41,4,1
1030,Bangalore,Web,28,5,1
1018,Bangalore,Web,28,4,1
1026,Gurgaon,Mobile,48,5,1
840,Mumbai,Web,32,5,1
1066,Chennai,Web,29,5,1
647,Gurgaon,Mobile,32,5,1
840,Gurgaon,Web,28,5,1
840,Mumbai,Mobile,51,4,1
840,Gurgaon,Web,44,5,1
1018,Mumbai,Web,43,4,1
840,Gurgaon,Web,48,3,0
824,Mumbai,Mobile,37,5,1
1115,Mumbai,Web,31,5,1
840,Gurgaon,Mobile,50,5,1
878,Chennai,Mobile,47,3,0
984,Chennai,Web,56,5,1
1104,Bangalore,Mobile,25,5,1
878,Mumbai,Web,63,4,1
1104,Bangalore,Mobile,54,5,1
984,Mumbai,Mobile,28,4,1
866,Gurgaon,Web,26,4,1
1104,Gurgaon,Web,29,5,1
868,Gurgaon,Web,61,3,1
984,Mumbai,Mobile,45,5,1
984,Bangalore,Web,39,5,1
1104,Gurgaon,Web,36,5,1
878,Mumbai,Mobile,41,5,1
1182,Gurgaon,Web,37,5,1
868,Gurgaon,Web,55,5,1
868,Gurgaon,Web,83,5,1
868,Gurgaon,Web,35,3,1
565,Bangalore,Mobile,38,5,1
984,Chennai,Web,35,5,1
1104,Gurgaon,Mobile,45,5,1
868,Gurgaon,Web,65,5,1
878,Mumbai,Mobile,41,5,1
868,Mumbai,Mobile,69,4,1
1104,Mumbai,Web,36,5,1
868,Bangalore,Mobile,42,2,0
984,Gurgaon,Mobile,69,5,1
878,Mumbai,Web,46,2,0
984,Bangalore,Mobile,55,5,1
984,Mumbai,Web,36,5,1
984,Mumbai,Web,71,5,1
1024,Mumbai,Mobile,65,5,1
984,Mumbai,Web,68,3,1
984,Chennai,Web,43,5,1
1104,Bangalore,Web,30,5,1
1024,Gurgaon,Web,40,5,1
984,Gurgaon,Mobile,47,5,1
1104,Mumbai,Web,39,5,1
984,Gurgaon,Web,34,5,1
1104,Mumbai,Web,38,4,1
984,Bangalore,Web,38,5,1
895,Gurgaon,Mobile,36,5,1
1104,Chennai,Web,41,5,1
1131,Gurgaon,Mobile,36,3,1
984,Bangalore,Mobile,47,5,1
1104,Gurgaon,Mobile,63,5,1
831,Mumbai,Web,35,5,1
984,Mumbai,Web,35,4,1
1104,Bangalore,Web,56,5,1
836,Mumbai,Mobile,41,5,1
1089,Mumbai,Web,37,3,0
844,Gurgaon,Web,34,3,0
836,Gurgaon,Mobile,32,4,1
836,Chennai,Mobile,60,3,0
836,Bangalore,Web,21,5,1
836,Mumbai,Mobile,59,5,1
844,Chennai,Web,53,5,1
936,Gurgaon,Web,27,5,1
895,Gurgaon,Mobile,62,5,1
836,Mumbai,Web,41,5,1
831,Bangalore,Mobile,50,5,1
844,Mumbai,Web,54,5,1
895,Bangalore,Mobile,47,5,1
1066,Mumbai,Web,41,5,1
844,Bangalore,Web,43,2,0
836,Bangalore,Web,43,5,1
836,Bangalore,Web,23,4,1
907,Mumbai,Mobile,25,5,1
836,Bangalore,Web,51,5,1
844,Bangalore,Mobile,41,3,0
1103,Mumbai,Web,49,4,1
866,Bangalore,Web,46,5,1
907,Gurgaon,Mobile,29,5,1
844,Bangalore,Web,53,1,0
895,Bangalore,Web,66,5,1
895,Gurgaon,Web,32,5,1
1080,Chennai,Web,74,5,1
831,Gurgaon,Mobile,63,5,1
844,Mumbai,Web,41,5,1
844,Gurgaon,Web,40,4,1
831,Gurgaon,Mobile,40,5,1
836,Chennai,Mobile,32,5,1
907,Bangalore,Mobile,49,5,1
844,Bangalore,Mobile,44,3,0
895,Chennai,Web,24,5,1
895,Chennai,Mobile,70,5,1
907,Chennai,Mobile,30,5,1
844,Bangalore,Web,47,5,1
836,Bangalore,Web,27,3,0
844,Mumbai,Mobile,36,2,0
844,Mumbai,Mobile,69,4,1
844,Bangalore,Web,52,5,1
936,Mumbai,Web,32,2,0
907,Mumbai,Mobile,37,5,1
936,Bangalore,Mobile,32,5,1
831,Chennai,Web,42,1,0
907,Chennai,Web,51,5,1
862,Gurgaon,Mobile,34,3,0
836,Mumbai,Web,37,3,1
936,Chennai,Mobile,50,4,1
895,Mumbai,Web,36,5,1
836,Mumbai,Mobile,65,3,0
580,Mumbai,Mobile,60,5,1
895,Chennai,Web,46,5,1
862,Chennai,Mobile,38,4,1
862,Gurgaon,Mobile,37,5,1
844,Chennai,Web,46,5,1
836,Mumbai,Web,29,2,0
895,Gurgaon,Mobile,39,5,1
836,Mumbai,Web,25,5,1
895,Mumbai,Web,64,5,1
895,Chennai,Mobile,57,5,1
895,Chennai,Mobile,44,5,1
836,Chennai,Web,44,5,1
859,Chennai,Mobile,26,4,1
862,Mumbai,Mobile,37,3,0
1049,Bangalore,Web,48,5,1
862,Gurgaon,Mobile,35,5,1
1089,Gurgaon,Web,67,5,1
1089,Gurgaon,Web,24,4,1
1104,Mumbai,Web,59,3,0
127,Chennai,Web,47,4,1
1104,Gurgaon,Web,42,3,1
936,Bangalore,Web,29,5,1
902,Chennai,Mobile,54,4,1
995,Gurgaon,Web,41,2,0
936,Mumbai,Web,62,5,1
127,Gurgaon,Web,29,4,1
1104,Gurgaon,Web,38,1,0
1086,Gurgaon,Web,25,4,1
936,Gurgaon,Web,33,5,1
746,Chennai,Web,34,3,1
1081,Gurgaon,Web,53,4,1
127,Bangalore,Web,46,3,1
936,Gurgaon,Mobile,33,3,0
127,Gurgaon,Web,40,3,0
1035,Gurgaon,Mobile,32,5,1
902,Bangalore,Mobile,38,4,1
995,Gurgaon,Web,62,5,1
1104,Gurgaon,Mobile,35,5,1
1089,Mumbai,Mobile,34,5,1
1086,Gurgaon,Mobile,26,3,0
902,Mumbai,Mobile,31,2,1
902,Gurgaon,Web,58,5,1
1094,Chennai,Web,40,5,1
1086,Mumbai,Mobile,22,3,0
936,Mumbai,Web,55,5,1
1036,Bangalore,Web,66,4,1
936,Bangalore,Web,39,5,1
1094,Bangalore,Web,30,5,1
1094,Mumbai,Mobile,53,5,1
1086,Mumbai,Web,23,5,1
127,Gurgaon,Mobile,37,5,1
127,Mumbai,Web,51,5,1
1083,Chennai,Mobile,37,4,1
872,Bangalore,Web,35,5,1
1083,Mumbai,Web,35,2,0
831,Mumbai,Web,40,5,1
1080,Mumbai,Mobile,32,3,1
1077,Chennai,Web,68,5,1
872,Bangalore,Web,65,4,1
964,Bangalore,Mobile,37,5,1
1089,Bangalore,Web,39,3,1
872,Mumbai,Web,22,4,1
1083,Chennai,Mobile,50,5,1
829,Bangalore,Mobile,33,4,1
964,Mumbai,Web,33,5,1
1089,Bangalore,Web,38,5,1
829,Gurgaon,Mobile,32,5,1
829,Mumbai,Mobile,51,5,1
967,Gurgaon,Web,56,5,1
829,Gurgaon,Web,38,4,1
829,Mumbai,Web,35,4,1
872,Mumbai,Web,48,4,1
872,Bangalore,Web,31,4,1
149,Mumbai,Web,38,4,1
964,Gurgaon,Web,58,5,1
1030,Gurgaon,Web,63,5,1
964,Bangalore,Web,40,5,1
1083,Gurgaon,Web,41,4,0
872,Bangalore,Web,60,4,1
872,Gurgaon,Web,60,5,1
829,Chennai,Mobile,48,4,1
872,Mumbai,Web,70,4,1
964,Gurgaon,Web,27,5,1
1089,Bangalore,Web,32,3,1
872,Gurgaon,Web,26,3,0
872,Gurgaon,Web,51,5,1
872,Gurgaon,Web,48,5,1
1077,Gurgaon,Web,30,2,0
967,Bangalore,Mobile,56,4,1
872,Chennai,Mobile,27,5,1
964,Mumbai,Web,44,5,1
872,Gurgaon,Mobile,39,5,1
234,Bangalore,Mobile,33,5,1
149,Chennai,Web,33,4,1
829,Gurgaon,Web,60,4,1
829,Gurgaon,Web,44,4,1
872,Chennai,Web,71,5,1
872,Bangalore,Web,44,5,1
850,Chennai,Mobile,52,5,1
850,Chennai,Mobile,23,3,0
724,Gurgaon,Web,69,4,1
833,Bangalore,Web,48,5,1
862,Gurgaon,Web,35,5,1
850,Gurgaon,Mobile,59,5,1
1078,Gurgaon,Web,61,5,1
850,Gurgaon,Web,45,5,1
1104,Bangalore,Mobile,25,5,1
1078,Bangalore,Mobile,33,3,0
984,Bangalore,Mobile,40,4,1
850,Gurgaon,Mobile,68,5,1
204,Bangalore,Web,30,5,1
1078,Bangalore,Mobile,20,5,1
862,Gurgaon,Web,42,2,0
1078,Bangalore,Web,52,5,1
984,Bangalore,Web,42,5,1
1008,Bangalore,Web,24,4,1
841,Gurgaon,Web,43,4,1
1104,Gurgaon,Web,51,3,0
850,Gurgaon,Web,39,5,1
1081,Gurgaon,Mobile,39,5,1
833,Mumbai,Mobile,39,4,1
850,Mumbai,Web,57,4,1
862,Chennai,Web,35,4,1
1078,Gurgaon,Web,46,5,1
850,Mumbai,Mobile,51,5,1
850,Mumbai,Web,39,5,1
831,Gurgaon,Web,55,5,1
833,Gurgaon,Web,42,5,1
984,Gurgaon,Web,40,4,1
1078,Mumbai,Mobile,31,4,1
1104,Gurgaon,Web,39,5,1
1081,Bangalore,Web,59,5,1
833,Bangalore,Web,53,4,1
850,Gurgaon,Web,41,5,1
1078,Mumbai,Web,49,5,1
850,Mumbai,Mobile,33,3,0
1078,Gurgaon,Mobile,36,2,0
850,Mumbai,Web,29,3,1
850,Chennai,Web,49,4,1
1078,Gurgaon,Web,39,5,1
948,Gurgaon,Mobile,40,2,1
850,Chennai,Mobile,57,5,1
833,Chennai,Mobile,56,4,1
1078,Bangalore,Web,51,3,1
850,Gurgaon,Mobile,58,5,1
1078,Mumbai,Web,67,4,1
1078,Bangalore,Mobile,36,5,1
850,Bangalore,Mobile,27,5,1
948,Chennai,Mobile,60,2,0
1078,Gurgaon,Mobile,49,5,1
850,Gurgaon,Mobile,49,3,1
1081,Mumbai,Mobile,35,5,1
833,Chennai,Web,60,5,1
1081,Gurgaon,Mobile,53,5,1
850,Gurgaon,Web,38,4,1
850,Gurgaon,Web,48,2,0
850,Gurgaon,Web,37,5,1
984,Bangalore,Web,42,5,1
850,Mumbai,Web,50,4,1
1104,Gurgaon,Web,41,5,1
1104,Chennai,Web,39,1,0
1104,Bangalore,Web,26,5,1
1078,Gurgaon,Mobile,25,5,1
850,Bangalore,Mobile,34,5,1
850,Gurgaon,Mobile,25,5,1
984,Gurgaon,Web,31,3,1
1078,Mumbai,Web,47,5,1
984,Gurgaon,Mobile,61,5,1
850,Mumbai,Web,52,5,1
833,Chennai,Mobile,56,3,1
1078,Bangalore,Mobile,68,3,1
850,Mumbai,Web,39,5,1
1081,Bangalore,Mobile,40,4,1
984,Gurgaon,Mobile,53,5,1
850,Mumbai,Web,45,5,1
850,Gurgaon,Web,28,4,1
1104,Mumbai,Web,33,5,1
1078,Mumbai,Mobile,71,5,1
984,Gurgaon,Web,46,5,1
984,Mumbai,Mobile,56,5,1
1078,Gurgaon,Web,36,4,1
1104,Mumbai,Web,35,5,1
984,Bangalore,Mobile,58,5,1
1078,Bangalore,Web,53,5,1
984,Chennai,Web,64,5,1
833,Mumbai,Mobile,45,3,0
850,Mumbai,Web,44,5,1
1078,Gurgaon,Web,52,3,0
1078,Gurgaon,Mobile,49,2,1
984,Gurgaon,Mobile,52,5,1
850,Chennai,Web,56,4,1
1078,Gurgaon,Web,45,5,1
984,Gurgaon,Mobile,35,5,1
831,Mumbai,Web,38,4,1
1086,Chennai,Web,32,4,1
1044,Gurgaon,Web,39,5,1
820,Bangalore,Web,32,4,1
1094,Bangalore,Web,35,5,1
1094,Mumbai,Web,34,5,1
995,Gurgaon,Mobile,48,5,1
1094,Gurgaon,Mobile,36,4,1
1060,Gurgaon,Web,40,5,1
833,Gurgaon,Mobile,47,1,0
1037,Mumbai,Mobile,41,4,1
875,Gurgaon,Mobile,33,5,1
875,Mumbai,Web,33,4,1
820,Bangalore,Web,39,5,1
1037,Gurgaon,Mobile,54,4,1
820,Gurgaon,Mobile,44,4,1
1037,Mumbai,Web,39,5,1
820,Mumbai,Mobile,24,5,1
833,Bangalore,Web,65,1,0
1094,Gurgaon,Web,64,5,1
833,Gurgaon,Web,40,5,1
995,Bangalore,Web,39,4,1
1094,Gurgaon,Mobile,42,3,0
875,Gurgaon,Web,34,2,0
1037,Bangalore,Mobile,38,3,0
875,Bangalore,Web,29,2,0
833,Mumbai,Mobile,49,3,0
1060,Chennai,Mobile,39,3,0
1094,Gurgaon,Mobile,48,4,1
835,Mumbai,Mobile,66,5,1
1094,Chennai,Mobile,25,4,1
1094,Bangalore,Web,36,4,1
875,Mumbai,Web,46,2,0
823,Mumbai,Web,37,5,1
835,Gurgaon,Mobile,42,5,1
833,Gurgaon,Web,26,4,1
833,Gurgaon,Mobile,33,5,1
820,Gurgaon,Web,52,5,1
835,Mumbai,Web,41,5,1
1060,Mumbai,Web,25,5,1
1037,Mumbai,Web,47,3,1
820,Bangalore,Mobile,24,4,1
1079,Mumbai,Web,32,3,0
1060,Mumbai,Web,44,4,1
875,Gurgaon,Mobile,66,5,1
835,Bangalore,Mobile,64,5,1
1078,Mumbai,Web,39,5,1
1037,Bangalore,Mobile,42,1,0
820,Mumbai,Web,35,5,1
1072,Mumbai,Web,59,5,1
1094,Mumbai,Mobile,64,3,1
833,Mumbai,Mobile,40,4,1
1037,Bangalore,Mobile,22,4,1
1094,Mumbai,Web,53,3,0
995,Bangalore,Web,34,2,0
252,Mumbai,Web,35,4,1
634,Gurgaon,Web,29,4,1
985,Mumbai,Web,24,5,1
1059,Gurgaon,Web,37,5,1
985,Bangalore,Mobile,65,5,1
1059,Gurgaon,Mobile,36,5,1
634,Gurgaon,Web,35,4,1
1059,Bangalore,Web,27,5,1
252,Mumbai,Web,36,4,1
634,Gurgaon,Web,28,5,1
252,Gurgaon,Mobile,46,5,1
117,Gurgaon,Web,70,3,1
117,Mumbai,Web,57,5,1
634,Gurgaon,Web,69,4,1
252,Gurgaon,Mobile,28,5,1
252,Mumbai,Mobile,36,5,1
634,Chennai,Mobile,40,4,1
1059,Gurgaon,Mobile,80,5,1
838,Bangalore,Mobile,44,4,1
252,Mumbai,Web,36,5,1
838,Gurgaon,Mobile,41,5,1
838,Chennai,Mobile,48,1,0
634,Mumbai,Web,49,5,1
1059,Bangalore,Web,42,3,0
634,Mumbai,Mobile,37,4,1
1008,Mumbai,Mobile,38,5,1
838,Bangalore,Web,58,5,1
620,Bangalore,Mobile,47,4,1
634,Bangalore,Web,36,5,1
1059,Bangalore,Mobile,66,5,1
1059,Mumbai,Web,51,4,1
1059,Bangalore,Web,38,5,1
634,Gurgaon,Web,40,4,1
1059,Bangalore,Web,35,2,0
634,Chennai,Web,36,4,1
1059,Gurgaon,Mobile,37,1,0
985,Mumbai,Web,30,4,1
252,Mumbai,Mobile,35,5,1
1059,Mumbai,Mobile,48,5,1
1059,Mumbai,Mobile,49,5,1
252,Chennai,Web,70,5,1
1059,Chennai,Mobile,40,5,1
1059,Gurgaon,Web,38,2,0
252,Mumbai,Mobile,27,5,1
1008,Bangalore,Mobile,46,5,1
943,Gurgaon,Mobile,50,5,1
634,Mumbai,Mobile,65,2,0
1008,Bangalore,Web,22,5,1
252,Gurgaon,Web,93,5,1
838,Mumbai,Mobile,43,5,1
1059,Mumbai,Web,67,5,1
1059,Bangalore,Web,45,5,1
620,Bangalore,Mobile,42,5,1
1059,Gurgaon,Mobile,58,5,1
117,Mumbai,Mobile,52,5,1
252,Bangalore,Web,25,5,1
252,Gurgaon,Mobile,35,4,1
634,Gurgaon,Mobile,37,4,1
838,Mumbai,Mobile,29,2,0
1008,Mumbai,Web,29,3,0
1059,Mumbai,Mobile,47,4,1
838,Gurgaon,Web,25,5,1
634,Mumbai,Web,39,5,1
1059,Mumbai,Web,30,5,1
1059,Bangalore,Web,34,2,0
1059,Chennai,Web,60,3,0
1059,Gurgaon,Web,45,5,1
1008,Bangalore,Web,55,5,1
117,Mumbai,Mobile,34,4,1
886,Mumbai,Mobile,36,4,1
1087,Gurgaon,Web,62,4,1
873,Bangalore,Mobile,57,5,1
1087,Chennai,Mobile,23,5,1
886,Chennai,Web,37,4,1
745,Gurgaon,Web,68,5,1
886,Gurgaon,Mobile,58,5,1
937,Gurgaon,Web,36,3,0
1087,Gurgaon,Web,52,5,1
937,Bangalore,Web,39,5,1
937,Bangalore,Mobile,33,5,1
1059,Mumbai,Web,48,5,1
1110,Gurgaon,Mobile,23,1,0
1059,Bangalore,Mobile,38,5,1
1110,Chennai,Web,24,4,1
873,Gurgaon,Web,38,3,0
886,Mumbai,Mobile,52,5,1
1087,Gurgaon,Web,36,5,1
937,Bangalore,Mobile,26,5,1
1110,Chennai,Web,35,2,0
886,Chennai,Web,48,5,1
937,Gurgaon,Web,59,3,1
886,Chennai,Web,46,4,1
1137,Bangalore,Web,49,5,1
1165,Mumbai,Web,31,3,0
937,Bangalore,Web,29,5,1
1110,Chennai,Web,45,2,0
1087,Bangalore,Mobile,32,5,1
1059,Mumbai,Mobile,40,5,1
1137,Gurgaon,Mobile,69,5,1
745,Mumbai,Web,28,5,1
937,Mumbai,Web,74,4,1
1110,Mumbai,Mobile,48,4,1
1110,Mumbai,Web,35,4,1
886,Gurgaon,Mobile,50,5,1
937,Gurgaon,Mobile,38,5,1
886,Gurgaon,Web,42,5,1
937,Mumbai,Mobile,45,5,1
937,Bangalore,Mobile,38,5,1
873,Mumbai,Mobile,51,5,1
937,Gurgaon,Mobile,38,5,1
886,Mumbai,Web,46,5,1
873,Bangalore,Mobile,30,5,1
886,Bangalore,Web,45,5,1
245,Mumbai,Mobile,31,5,1
886,Chennai,Web,36,5,1
886,Bangalore,Mobile,49,4,1
1087,Chennai,Web,39,4,1
937,Mumbai,Web,48,5,1
1087,Bangalore,Mobile,55,3,0
1087,Chennai,Web,36,5,1
886,Mumbai,Web,25,4,1
1110,Gurgaon,Web,47,5,1
886,Gurgaon,Mobile,41,5,1
1110,Bangalore,Mobile,38,4,1
1165,Gurgaon,Mobile,29,3,0
937,Gurgaon,Mobile,34,5,1
886,Bangalore,Web,33,5,1
1137,Chennai,Mobile,66,3,1
1087,Bangalore,Mobile,29,5,1
937,Mumbai,Mobile,44,5,1
886,Gurgaon,Mobile,47,4,1
886,Gurgaon,Mobile,39,4,1
1087,Chennai,Web,44,4,1
937,Mumbai,Web,40,3,0
937,Gurgaon,Web,39,1,0
886,Gurgaon,Web,50,4,1
1137,Gurgaon,Web,52,5,1
886,Bangalore,Web,54,3,1
886,Bangalore,Mobile,34,5,1
937,Bangalore,Mobile,60,5,1
937,Mumbai,Web,22,5,1
1087,Mumbai,Mobile,58,5,1
1087,Mumbai,Web,55,4,1
1087,Mumbai,Web,62,3,0
